10107|a1|Sipaskunaqa sumaq t’ipanakunawanmi alayrilla llaqtata rinku
10108|a2|Ankaqa hanaqpacha wasapaykaman phawan
10109|a2|Payqa huk simanatan onqosqa kasqa sapa p´unchay puriqtin aswanta onqoyapusqa.
10110|a5|Kishkan makiyman haykurun
10111|a5|Manan waylluytaqa huchapi t´ikachinachu.
10112|a1|Killachay p'unchawpin Pisaq llaqtapi qhatuykuna apakun
10113|a1|Qhachunniyqa sumaq alakhayuqkunatan llikllata awan
10114|a2|Misk’i
10115|a2|Llaqtamanmi seqaykapunku
10116|a5|Masa turuwanmi llank’asaq
10117|a6|Kusa
10118|a2|Q’ello
10119|a1|T’akay
10120|a2|Yachay wisipin noqa tinyata waqtani
10121|a1|Hampiq yanapaqkunaqa onqosqa machuchakunata payachakunata yanapanku mayninpi wañupunku.
10122|a6|Noqayku puriq kayku
10123|a6|Q’ello
10124|a2|Chay yuraq millwataqa pukamanmi tullpusaq.
10125|a6|Kuchuy
10126|a1|Sumaqmi ñawiyki
10127|a5|Paqonchiskunaqa mamaniq llamankunawanmi chapurakapusqa
10128|a6|Tusuqqa raymipipunim kanku
10129|a1|Hukkaq larupi qoraqa q´omerpunin kan.
10130|a1|Noqaykurayku chay huñunakuyman rinki
10131|a1|Yachay wisipin noqa tinyata waqtani
10132|a5|Sayay
10133|a1|Kay pachapi nishu sipinakuy kan, ichaqa manapunin waylluyta sipinahinachu
10134|a5|Ñak’arichiq
10135|a6|Alfabetización Poloniapi manan kay watakunapi t´ikrakunchu.
10136|a1|Chay isankaqa mana aysanayuqmi
10137|a5|Killachay p’unchawpi llank’ani
10138|a6|Pichinchukunata warak'aspanku wasi qhawananta t'oqorusqaku
10139|a5|Raphi
10140|a2|Umaykita maqch'ikuy
10141|a2|Wawakunaqa raymi p’unchawkunapi sumaq yarawikunata yarawinku
10142|a5|Sach´api chirimuya kashan
10143|a6|Llaphlla
10144|a1|Hampiqkuna ñan sayk´usqaña kanku chanin onqoqkunata hampispa.
10145|a2|Hayk’aqmi yachanki
10146|a5|Hayk’akama yupayta yachanki
10147|a6|Warmikunaqa kukankuta huk llikllachapin apanku
10148|a1|Suchi
10149|a2|Kawallupi sillakuqtiymi phakaykuna wañupun
10150|a2|Macbeth, Duncanta sipispa, pisita sonqon churasqanta mana kasusqachu.
10151|a5|Runkhiy
10152|a1|Pachatupu
10153|a6|Warmikunawan manan imaynata rimayta atinichu, chayqa manan hayk´aqpas aylluyuq kasaqchu.
10154|a1|Llamata aysaspa llaqtata riy
10155|a1|Asikullaq runapiqa amapunin sonqoykita churankichu.
10156|a2|Unu
10157|a6|Manarami mana sasa ashkha runapi infección  hap´iyta yachaykuchu
10158|a6|Taytay manan llank’anchu
10159|a1|Ñak’arichiq
10160|a6|Kawsaynin
10161|a2|Mana para kanchu, apukunatacha phiñarachinku
10162|a6|Ch´aran llant'aqa manan rawranchu q'oshñitan sayarichin.
10163|a6|Chinchiru llaqta warmikunaqa munay muntirakunawan churakun
10164|a2|Nanaypa ruwasqanmi kani, huk k´iri kicharisqa manan allinchu kanman.
10165|a4|T’ikariy
10166|a5|Manan sasachakuytachu mashkashani, sasachakuymi noqata tariwan.
10167|a2|Ñuqñu
10168|a2|Ñañaykiwan llamk´aranki
10169|a1|K'aytuqa nishu wata watallañan kashan
10170|a5|Chay isankaqa mana aysanayuqmi
10171|a1|Sasawi hampi ukhu onqoypaqmi allin
10172|a2|Alberton wañusqa atoqta tarisqa
10173|a1|Kaypi suyay niwanku
10174|a5|Qayna p'unchawkunan michichaykunaqa wacharun hinaspan ñawinkuta kicharirunkuña
10175|a1|Ashkha erqekunan kan sichus mana allinta qhawanku chayqa chinkapunkun mana hayk´aqpas tarinkuchu.
10176|a5|Sumaq
10177|a2|Sikutaqa phukuspa waqachina
10178|a5|Saqesqay hinallan kashan
10179|a5|Llaqtaykimantan hamuni
10180|a5|Kay wasiqa pusaq pachamanta kichakun
10181|a1|Chay runaqa supaymi
10182|a5|T’impuchiy
10183|a6|Estofadopaqqa rakhu rakhullatan papata sanawriata muyupi kuchuna
10184|a1|Kawsaywan sasachakuyqa manan ruway kanchu, ñawpaqtan allin cheqaqtapuni ruwana.
10185|a2|Yanqan rirani
10186|a2|Wakin tayta mamakuna takin
10187|a2|Churakun huk punchuwan
10188|a2|Ayriway killapi pachamaman mikhuchinchis
10189|a5|Mistikunaqa sunkhasapa niraqllapuni kanku
10190|a2|Ch’aki chikchipata mankaman raphillanta qhakuykuy, tulluntaqa wisch’upunki.
10191|a5|Ninri
10192|a5|Apasanqaqa parananpaqmi t’oqonmanta lloqsimun
10193|a1|Chakmay
10194|a5|Añanchaykiqa allinmi karan
10195|a5|Mana qaywisqa lawa mankaqa tiyaruspa rupharunmanmi.
10196|a5|llulla
10197|a6|Sapa tuta kanmi runakuna tusuq lloqsinku hinaspa ch´awata ruwanku
10198|a6|Chumpi watutaqa tawa q’aytumantan otaq aswan mas ashkhamantapas q'eshwakunmi
10199|a5|¿Pitaq chay t’ikakunatari t´iraran?
10200|a1|Wakin sipaskuna purinku
10201|a1|Sapa p´unchay onqosqa mamanman watukuq risqa, mikhuchisqa, llapan tuta larunpi kasqa.
10202|a1|Sikutaqa phukuspa waqachina
10203|a2|Umaymi nanawashan
10204|a5|Kay kuchunata pimanpas saqemuy
10205|a5|Chhulliy
10206|a6|P’enqachiy
10207|a5|Wakin warmikuna rimashan
10208|a2|Willakuy
10209|a2|Mancharikuypunin imaynata runakuna wak runakunata saruspa kusisqa kanku.
10210|a5|Awichuyqa ch’umpi kuchuyuqmi  kasharqan
10211|a2|T’ika wiñashan
10212|a1|Yuraq palomaqa chaypin kashan
10213|a6|Sapallay wasita ruwani
10214|a2|Asia hatun k´iruyuq karan, ch´umpi yawaryasqa llapan kurpunpi.
10215|a6|Killachay p’unchawmanta ch’askachay p´unchawkama llank’ani
10216|a1|Ukyay
10217|a5|T’urupi allankichis
10218|a2|Pachaq chikusqankuna
10219|a5|Killachay p'unchawpin Pisaq llaqtapi qhatuykuna apakun
10220|a2|P'achaykiwan churakuy
10221|a6|Chay wallpata caldopaq phurucharusaq
10222|a2|Wakaypaqmi kay q’achu
10223|a1|Marioqa sarata chakranchispi tarpun
10224|a6|Huk payacha wirullata hanch'uq
10225|a6|Nanaypa ruwasqanmi kani, huk k´iri kicharisqa manan allinchu kanman.
10226|a1|Warmi qharikuna llank’anku
10227|a6|Wasimasi
10228|a6|Pusaq killayuq wawaqa lat’akachanñan
10229|a1|Mesa patapi tiyakushan
10230|a2|Raúl riman ichaqa Rodolfo takin.
10231|a5|Q’ellachay
10232|a6|Mancharikuypunin imaynata runakuna wak runakunata saruspa kusisqa kanku.
10233|a2|Ninkun: Warmakuna machulata uyarispankuqa anchatas asikusqaku
10234|a6|Llamata aysaspa llaqtata riy
10235|a2|Raymi
10236|a6|Qasashanpunin
10237|a5|Nishu
10238|a1|Chay khuchiqa nishu wirallañan
10239|a2|Ama moqonpi sirasqa waraykitaqa apaychu
10240|a1|Puna runakunaqa llama kunkamanta husut´ayuqmi puriranku
10241|a5|Lliw llaqtan paqarin huñunakuymanqa rinan
10242|a1|Paymi lampayta hap'ishan
10243|a2|Sumaqllata yarqha patanta mana pukllaspalla hamunqa mana urmaykunapaq
10244|a6|Kaqninchiskunamanta yachasunchis
10245|a5|Chiwchikunataqa mikhuchispan uywanku
10246|a1|Qankuna turaykichiswan asirankichis
10247|a2|Maqay, t´ipiy chaykunawanmi wawakunata uywaranku.
10248|a4|Tarpuy
10249|a4|Ch’uya
10250|a5|Rakhu p’achaqa chirimanta kurkunchista hark’an
10251|a1|Paqarinmi sunkhaytaqa rutukusaq
10252|a1|Kuraq wawqeykiman kay qhelqata aparuy
10253|a6|Kay lisas chupichaqa mishk’ipuni kasqa
10254|a1|Sapa hatun sasachaykuna manas sasa ch´uyanchaychu yaqa llapanqa manan cheqaqchu.
10255|a5|Rodolfo, Raulpiwan takishanku
10256|a5|Waqaychasqa t'antaqa ch´akinmi
10257|a5|¡Wañuy, saqraq sutinpi llapan nina pacha, ñakayki!
10258|a6|Purun runaqa manam napaykukuytapas yachanchu
10259|a2|Taytanmi willawaran
10260|a6|Wawayrayku wayk´uni
10261|a2|T'urumanta q'opatan ruwasharani, paran hark'aruwanku
10262|a6|Waskhakunata mañariway, sach’akunatan wit'usaq.
10263|a2|Uwihakunaqa pampapi kasharqanku
10264|a2|Mishk’ichay
10265|a1|Tapuy
10266|a5|Rit’ipi pukllanchis
10267|a1|Papakunata wayk'usunchis
10268|a5|Lloqsiy
10269|a1|Teqsimuyuta sapa p´unchay qhaway chayraqchus qhawashawaqhina
10270|a2|K'anchayay
10271|a5|Sasachaykunkin imaymana tramitikunapaq
10272|a5|Kunan p'unchawqa manan kicharayanchu, hatun p´unchawmi.
10273|a6|Awki
10274|a2|Huchachaq
10275|a1|Wist´u
10276|a6|Tayta
10277|a2|Qhopo
10278|a6|Qan Lima llaqtapi kashanki
10279|a2|Chirimantapas, ruphaymantapas chhulli onqoyqa hap’illawanchismi.
10280|a6|Imapas aynillan
10281|a6|Kikiy yachay wasita rini
10282|a6|¡Maqanakuymanta mana allin kawsaymanta ayqekuyqa ancha sumaqpunin!
10283|a2|Alqokunataqa washkhawanmi seq'ona
10284|a1|¿Hayk´a tawa k'uchukuna tatkiyuqtaq kay hallp´a?
10285|a1|Ninri
10286|a5|Ch’arwi
10287|a6|Wasi wasiman hamunki
10288|a2|Qanraykun ñak'ariran
10289|a5|Sapallanmi chay runaqa waqtuta ukyarapusqa
10290|a2|Andrés, haqay puñunapi puñumuy
10291|a1|Huk p’unchaw chinkachisqay warak’ataqa tariruniñan.
10292|a2|Alaqha
10293|a2|Ukyay
10294|a2|Sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.
10295|a1|Huchachaq
10296|a4|Qatiy
10297|a1|T'ika
10298|a1|Rurukuna
10299|a2|Hayk’akama yupayta yachanki
10300|a6|Sumaqpunin kan munasqayki runawan kayqa.
10301|a6|Yaraqayqa cheqaqpunin sichus wakin wak runakunata  mikhunapaq qhawan.
10302|a2|Ch’uru
10303|a2|Chakrapi waka kashan
10304|a5|Payqa Lima llaqtapi tiyan
10305|a1|Wawqenchiswan rimaranchis
10306|a5|Kutiramusaqña
10307|a1|Noqaqa Kiswar Pampa ayllumanta kani
10308|a6|Pedroqa ishkaykama t'antata rantisqa
10309|a1|Phushkasqaymantaqa chanintan haywaripuwan
10310|a1|Qan waqanki
10311|a2|Qulli sach’aqa qheswar sach’aq yawar masinmi
10312|a1|Chhulliy
10313|a1|Taytay mamaypiwan llank’anku
10314|a5|Imakuna pasasusqaykimanta qhelqatan ñawinchanki
10315|a2|Qan chocolateta munanki
10316|a5|Rakisqa cuadruta qhawasunchis
10317|a5|Pichinku
10318|a2|Sach'a
10319|a5|Sikutaqa phukuspa waqachina
10320|a6|Chay rimasqan hawa maqanaykukunku
10321|a5|Manan pipas yachayta munanchu
10322|a6|Yaraqay nishutapunin sipisqa, ichaqa mikhuna churanan ch´usaq kasqa.
10323|a1|Erqekunaq manan unaypi huk phakmi t´antapas siminkupi kasqachu.
10324|a2|¡Chay churiykita upallachimuy, umaytaña nanachiwashan!
10325|a5|Chakra tarpunaykupaq raymichayku
10326|a5|Ankaqa hanaqpacha wasapaykaman phawan
10327|a6|Tintinqa wasimasinchispa sach'akunapin wiñan
10328|a5|Runa chakra ukhupi puriykachan
10329|a6|Ishkaychasqa saraqa allin kawsaytan apamuwanchis
10330|a6|Willakuyta ñawinchan
10331|a2|Huk llanthu allin thak yana t´oqokunamanta waykuramusqa. 
10332|a2|Chay ruwaynikiqa manan allinchu kashan
10333|a5|Mana mikhuy munaq runaqa tullullañan purin
10334|a2|Runaq ñawpaq munakuyninqa aswan hatunmi chay munakuykunaqa ancha unaymi yurarikun. 
10335|a2|Sach´api chirimuya kashan
10336|a1|Maypin rumi kashan
10337|a1|Chumpi watutaqa tawa q’aytumantan otaq aswan mas ashkhamantapas q'eshwakunmi
10338|a5|Ashkha erqekunan kan sichus mana allinta qhawanku chayqa chinkapunkun mana hayk´aqpas tarinkuchu.
10339|a2|Noqaqa yachay wasipi tinyata t'oqyachini
10340|a1|Warminchis t’ikata pallanku
10341|a1|P’unchawniykipiqa kusisqallaña kanaykitan munani
10342|a6|Chakra tarpunaykupaq raymichayku
10343|a6|Andrés, haqay puñunapi puñumuy
10344|a1|Makiypi k’irichayqa ña thanishanña
10345|a5|Wakaq ch'unchulninkunata churaspan atoqtaqa hap'inku
10346|a5|Tupaq Amaru kuraq taytanchisqa awqa runakunamanta qespichiyta munaspas noqanchisrayku wañuyninta tarisqa.
10347|a2|Runakuna tukuy ima llank’aykunata ruwanku
10348|a5|Kay kuchunata pimanpas saqemuy
10349|a2|Manan castellanuta rimanichu
10350|a1|Awki
10351|a1|Mana allintachu khuchun
10352|a6|Kishkan makiyman haykurun
10353|a6|¿Wayrari kallpayuqchu?
10354|a6|Umasapa wallpaqa chakrapin runturusqa
10355|a5|Almakunaq p’unchawninpiqa saksanaykamapuni mikhurani
10356|a2|Pusaq killayuq wawaqa lat’akachanñan
10357|a1|Kayman haykumuy
10358|a6|Wawqenchiswan rimaranchis
10359|a2|Purun runaqa manam napaykukuytapas yachanchu
10360|a1|¡Chay churiykita upallachimuy, umaytaña nanachiwashan!
10361|a6|Respetuwan
10362|a5|Asna
10363|a5|Wawakunaqa raymi p’unchawkunapi sumaq yarawikunata yarawinku
10364|a5|Lushk'a rumichatan ñanpi saqenki
10365|a1|Chay p’achaykiqa ancha sumaqpuni
10366|a2|Asna
10367|a2|Sipasqa rumiwan mikhuna wayk´uq yanapaqta taripaspahina ch´aqeyta qallarisqa. 
10368|a2|Llapan huk'uchakunatan michiqa mikhurapusqa
10369|a5|Huk llaqtakunapiqa runaqa qallu qallutapas mikhunkun.
10370|a5|Muyu muyu wayraqa hallp´ata huqarispa q’oshñitaraq hatarichin
10371|a5|Masa masa purinkichis
10372|a2|Manan hayk´aqpas onqosqa runakunamantaqa asikunachu
10373|a5|Mula chillinaqa chaki utipaqmi chanin hampi kasqa
10374|a1|Qollpa hallp´akunapiqa kachi poqon
10375|a2|Paray
10376|a6|Qanra
10377|a6|Huk warmi takiran
10378|a1|Ninkun: Warmakuna machulata uyarispankuqa anchatas asikusqaku
10379|a1|Qolqeyuqkunaqa mana qolqeyuqkunata saruchakuranku
10380|a6|K´uychichay p’unchawtaqa hamunkipuni, chaytaq qunqawaq.
10381|a1|P’oshqo
10382|a2|Chay khuchiqa nishu wirallañan
10383|a2|Orqopi purinkichis
10384|a5|Ichaqa  runakunaq allin kayninqa kanman kikinkuwan kusisqa kaypischá.
10385|a2|Orqo paqochakunaqa orqopin mikhunku chinakunataq pampapi uñankunawan kushka
10386|a4|Yachachiy
10387|a1|Manaraqmi imatapas ruwankuchu
10388|a5|Yaraqay nishutapunin sipisqa, ichaqa mikhuna churanan ch´usaq kasqa.
10389|a6|Manan yacharanichu pitanakunaq wañuyman apasqanta, sapap´unchay.
10390|a2|Lliw warmakuna rimanku
10391|a6|Manan noqachu kay harawitaqa qhelqarani
10392|a5|Llusk’a llusk’allaña mayu
10393|a5|Killachay p’unchawmanta ch’askachay p´unchawkama llank’ani
10394|a1|Ima kayninchista muchuchiqtinkuqa noqanchisqa allinmi hatariyninchisqa
10395|a2|Ama k'uychita qawaychu
10396|a2|Manan allin musqhoymi kayku noqaykuwan  manan imatapas ruwayta atinkichu.
10397|a2|Warmikunaqa kukankuta huk llikllachapin apanku
10398|a2|Maria, haqay mot’ita mikhumuy
10399|a2|Qan antichay p’unchaw mikhunki
10400|a6|Mamantin risqa
10401|a1|Hawa llaqtakunapiqa imatapas yanapanakuspapuni ruwanchis
10402|a5|Sara sarapi tuparanchis
10403|a6|Kawallupi sillakuqtiymi phakaykuna wañupun
10404|a2|Kay wasiqa pusaq pachamanta kichakun
10405|a1|Llaqta amachaqpa llank'ayninta atiwaqmi mañakuyta
10406|a1|Paymi willlakuykunata rimarimun
10407|a2|Pishqa wawayuq kani
10408|a5|T’akay
10409|a1|Pachak chaki sutuma qorachaqa ashkha saphiyuqmi
10410|a2|Kay llaqtamanta kani
10411|a1|Wasinpi takiyta yachachiwan
10412|a5|Chanin
10413|a5|Qhelli
10414|a5|Uywa michiq llaqtakunaqa paqucha qarata mast’aykuspa samachisunki
10415|a6|Millaypunin imaynatan taytakuna wawankuta maqanku
10416|a6|Runa
10417|a6|Hallp´a mankapi mikhuna wayk´usqaqa mishk'illaña
10418|a1|Onqosqa warmikunaqa manan yawarchakunkuñachu
10419|a2|Chayqa manan lloq'e makichu
10420|a2|Paykuna lloq’e punkukama rinku
10421|a1|Watuchi
10422|a2|Pukllanaykiraykun hamunki
10423|a6|Yunkapiqa manas aychataqa waqaychayta atinchischu
10424|a1|Chay llaqtaqqa Pillpintun sutin
10425|a5|Chinkasqa runan kani| Allin yuyayniyuqmi  kallpayuqmi karani, ichaqa manan imatapas llaqtapaq ruwaranichu
10426|a2|Noqaqa wayrapakushanin
10427|a1|Lliklla
10428|a2|Wawqe panaykuna wakata michin
10429|a2|Kay tikapa chirunkunata yupay
10430|a6|Mikhusqan qhepanmanña hamuran
10431|a1|Mana kachiyuq lecheqa miskhk'illañan
10432|a6|Ichhu chakantapas rillasunchismanmi
10433|a6|Killachay p'unchawpin Pisaq llaqtapi qhatuykuna apakun
10434|a1|Ñanpi wakata qatirani
10435|a1|¿Pitaq tawa ñeqenpi chayaran?
10436|a1|Pay mana munasqachu unu ukhiyayta, kurpun pasaqta sayk´usqa.
10437|a1|Sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.
10438|a5|Ninkun: Warmakuna machulata uyarispankuqa anchatas asikusqaku
10439|a5|Ñawsa runakuna ñanta chimpanapaqqa sasachakunkun
10440|a6|Pisqo
10441|a1|Sapa p'unchaw qarpapayasqay t'ikachaykunaqa sumaqmi kashan
10442|a1|Sipaskunaqa tukuy niraq t'ikakunawanmi lawichunkuta alakhanku
10443|a2|Sara sarapi tuparanchis
10444|a6|Wawa kasqaymanta yuyarispa llakillata yuyarini.
10445|a5|Ch’aki chikchipata mankaman raphillanta qhakuykuy, tulluntaqa wisch’upunki.
10446|a2|Aqha suysunaqa mana ninriyuqmi.
10447|a5|Paray
10448|a1|Yaraqay nishutapunin sipisqa, ichaqa mikhuna churanan ch´usaq kasqa.
10449|a1|Millaykunata mushkhispa sasapunin hark´ay millayta kurpunchis ruwanman.
10450|a2|Alqoykiqa huklawmanmi uñankunata aparusqa
10451|a6|Manan allinchu kanki
10452|a2|Tarpunapaqñan noqaqa wayq'otaqa risaq
10453|a6|Lliw llaqtan paqarin huñunakuymanqa rinan
10454|a5|Wallpataqa chupanmantan hap’ina
10455|a2|Qhillqana raphita mamaywan rantichikusaq.
10456|a1|Manan pipas qhelli runakunataqa rikuyta munanchu
10457|a5|Raúl riman ichaqa Rodolfo takin.
10458|a1|T’ika wiñashan
10459|a1|Wawakunaqa waylichaq mishk’itan huñumunku
10460|a6|Inkaqa qerupin aqhap ñawinta tayta intiman t’inkaq, chaymi allin kawsaykuna chay watakunapiqa kaq.
10461|a2|Llaqta ayllukuna sapa kuti rimapakunku ruwayninkumanta.
10462|a6|Estados Unidos runakunaqa inglés simita rimanku
10463|a4|T'aqllay
10464|a2|Machaq
10465|a5|Noqanchisqa Peru apu suyupin paqariranchis
10466|a5|Noqan wasanchasaq
10467|a2|Hallp´a p'ukuqa manan mikhunallapaqchu aswanqa uchukuta churanapaqwanmi
10468|a1|Tom mishk´i qosqan qhepaman chaskichiskusqa.
10469|a6|Mana tukukuq pampa
10470|a1|Wawakunaqa chayhinata waqanku wiksanku nanaqtinmi
10471|a1|Michiq alqota waka waqrarapusqa
10472|a1|Chay sarusqapa sutinmi yupi
10473|a6|Sapanka wawan ishkay chakiyuq hinallataq ishkay makiyuq
10474|a2|Sasawi hampi ukhu onqoypaqmi allin
10475|a6|Asnuyki qaparqachayshan
10476|a2|Maqaq
10477|a5|Puñushanraq p'unchawña kashaqtinpas
10478|a6|Pampapi p'itanchis
10479|a1|Chay paqo uma mamakunaqa allin hampiq warmin
10480|a5|Payqa sumaqtan takin
10481|a5|Alqoykiqa hank'uypin kaniruwan
10482|a1|Malliy
10483|a6|Mamay mukhuta tukuylawman apaykachashan
10484|a2|Llink'i hallp´aqa resisqa tarinakunallapin kan
10485|a2|Qasasqa ch’uñutaqa allinta saruspa ch’akichina| murayataqa mana sarunachu.
10486|a5|P’enqachiy
10487|a1|Noqa huk karruta rikushani
10488|a5|Samp’a
10489|a1|Kuchuq kiruqa aycha kuchunapaq
10490|a6|Qan paqo kanki
10491|a6|Qasa
10492|a5|Allin llank'aqmi karani
10493|a2|Qella warmakunaqa millayllatañan seq'eta ruwarusqaku
10494|a6|Ñawsa runakuna ñanta chimpanapaqqa sasachakunkun
10495|a2|Samán llaqta kayllapi huk orqo Imarukus sutuyuq kan .
10496|a6|Ch’uru
10497|a5|Chay runaqa yukakuqmi
10498|a2|¡Wañuy, saqraq sutinpi llapan nina pacha, ñakayki!
10499|a6|Taytanmi willawaran
10500|a6|Mana imatapas pakanichu
10501|a2|Yoniqa ñawinchayta yanapawan
10502|a1|Tayta mamay llaqtaman purinku
10503|a6|Kumpay
10504|a1|Mana yanapayqa qella kaymantan hamun manataq wakinkunata hark´ayta munankuchu.
10505|a6|Kusisqa
10506|a1|K´uychichay p´unchayqa, Alexa chunka urasmi puñuran mishk´illatan mikhuran.
10507|a1|Tintinqa wasimasinchispa sach'akunapin wiñan
10508|a6|Hamaw t´a
10509|a6|Llapanku aynipi yanapanakuspa llank'aranku
